benchmark_set,structure,schema_version,model,question_id,question,category,operation,question_runs,unique_questions,successes,success_rate,avg_precision,avg_recall,avg_f1,sd_f1,avg_gold_count,avg_generated_count,avg_missing_count,avg_extra_count,errors,avg_total_ms
normal,structured,advanced,gpt-4.1-mini,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3620.0,3620.0,0.0,0.0,0,1462.6667
normal,structured,advanced,gpt-5-mini,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,10527.3333
normal,structured,advanced,gpt-5-mini,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,3,1,0,0.0,0.8571,0.8571,0.8571,0.0,7.0,7.0,1.0,1.0,0,4574.3333
normal,structured,advanced,gpt-5-mini,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,3,1,0,0.0,0.4,0.4,0.4,0.5094,85.0,85.0,51.0,51.0,0,10274.6667
normal,structured,advanced,gpt-5-mini,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0,8855.0
normal,structured,advanced,gpt-5-mini,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,0,12166.3333
normal,structured,advanced,gpt-5-mini,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,185.0,185.0,0,6470.0
normal,structured,advanced,gpt-5-mini,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,49.0,185.0,49.0,185.0,0,10393.6667
normal,structured,advanced,gpt-5-mini,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,3,1,0,0.0,0.171,1.0,0.2921,0.0,36500.0,213464.0,0.0,176964.0,0,7938.6667
normal,structured,advanced,gpt-5-mini,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,3,1,0,0.0,0.7202,0.7917,0.7532,0.1055,1048.0,1048.0,218.3333,218.3333,0,10255.0
normal,structured,advanced,gpt-5-mini,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,3,1,0,0.0,0.2667,0.6667,0.3809,0.3299,2.0,3.3333,0.6667,2.0,0,25729.3333
normal,structured,advanced,gpt-5-mini,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,3,1,0,0.0,0.9074,0.9074,0.9074,0.0,108.0,108.0,10.0,10.0,1,40023.0
normal,structured,advanced,gpt-5-mini,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,3,1,0,0.0,0.6117,0.9265,0.7368,0.0,68.0,103.0,5.0,40.0,0,7873.0
normal,structured,advanced,gpt-5-mini,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,3,1,0,0.0,1.0,0.1825,0.3087,0.0,126.0,23.0,103.0,0.0,0,6521.3333
normal,structured,advanced,gpt-5-mini,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,7205.3333
normal,structured,advanced,gpt-5-mini,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,1173.0,0.0,1173.0,0.0,0,8478.0
normal,structured,advanced,gpt-5-mini,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,3,1,0,0.0,0.0,0.0,0.0,0.0,1623.0,0.0,1623.0,0.0,0,8921.6667
normal,structured,advanced,gpt-5-mini,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,3,1,0,0.0,0.2314,1.0,0.3758,0.0,4028.0,17408.0,0.0,13380.0,0,9437.6667
normal,structured,advanced,gpt-5-mini,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,3,1,1,0.3333,0.4815,0.4815,0.4815,0.4491,9.0,9.0,4.6667,4.6667,0,9850.0
normal,structured,advanced,gpt-5-mini,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,3,1,1,0.3333,0.3333,0.3333,0.3333,0.5774,126.0,126.0,84.0,84.0,0,11128.6667
normal,structured,advanced,gpt-5-mini,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,3,1,2,0.6667,0.6667,0.6667,0.6667,0.5774,126.0,126.0,42.0,42.0,0,10374.3333
normal,structured,advanced,gpt-5-mini,42,Finn gjennomsnittlig antall personstemmer per parti.,aggregate_group_avg,aggregate,3,1,2,0.6667,0.7405,0.7405,0.7405,0.4494,185.0,185.0,48.0,48.0,0,8842.3333
normal,structured,advanced,gpt-5-mini,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,3,1,2,0.6667,0.6667,0.6667,0.6667,0.5774,463834.0,309222.6667,154611.3333,0.0,0,13499.0
normal,structured,advanced,gpt-5-mini,45,Finn gjennomsnittlig listeplass per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,13664.3333
normal,structured,advanced,gpt-5-mini,31,Finn antall rolleoppføringer per rolletype.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,7508.0
normal,structured,advanced,gpt-5-mini,33,Finn antall politikere per parti.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,5311.6667
normal,structured,advanced,gpt-5-mini,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,879.0,879.0,0.0,0.0,0,10292.6667
normal,structured,advanced,gpt-5-mini,40,Finn totalt antall aksjer per aksjeklasse.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,7218.6667
normal,structured,advanced,gpt-5-mini,46,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0,4576.6667
normal,structured,advanced,gpt-5-mini,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,66.0,66.0,0.0,0.0,0,14186.3333
normal,structured,advanced,gpt-5-mini,49,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,5611.3333
normal,structured,advanced,gpt-5-mini,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,10.0,10.0,0.0,0.0,0,8732.3333
normal,structured,advanced,gpt-5-mini,21,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,2001.0,2001.0,0.0,0.0,0,3166.0
normal,structured,advanced,gpt-5-mini,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,53366.0,53366.0,0.0,0.0,0,10247.6667
normal,structured,advanced,gpt-5-mini,23,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,4095.0,4095.0,0.0,0.0,0,5923.0
normal,structured,advanced,gpt-5-mini,24,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,275.0,275.0,0.0,0.0,0,14268.6667
normal,structured,advanced,gpt-5-mini,25,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,762063.0,762063.0,0.0,0.0,0,33354.3333
normal,structured,advanced,gpt-5-mini,1,Finn alle distinkte selskapsroller.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,5331.3333
normal,structured,advanced,gpt-5-mini,2,Finn alle distinkte organisasjonstyper for selskaper.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0,3237.3333
normal,structured,advanced,gpt-5-mini,3,Finn alle distinkte partier blant politikere.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,3429.0
normal,structured,advanced,gpt-5-mini,4,Finn alle distinkte aksjeklasser i aksjeeierboken.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,3452.6667
normal,structured,advanced,gpt-5-mini,5,Finn alle distinkte år med eierskapsoppføringer.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0,4492.3333
normal,structured,advanced,gpt-5-mini,6,"Finn navn, organisasjonsnummer og oppløsningsdato for konkursbedrifter.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1746.0,1746.0,0.0,0.0,0,3378.3333
normal,structured,advanced,gpt-5-mini,7,"Finn navn, organisasjonsnummer og etableringsdato for selskaper som ikke er i konkurs eller likvidasjon.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4251.0,4251.0,0.0,0.0,0,5080.0
normal,structured,advanced,gpt-5-mini,9,"Finn personer med rollen board_member. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,8010.0,8010.0,0.0,0.0,0,6157.3333
normal,structured,advanced,gpt-5-mini,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,3,1,3,1.0,0.8996,1.0,0.9409,0.1024,116.0,132.6667,0.0,16.6667,0,21111.0
normal,structured,advanced,gpt-5-mini,55,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller.",lookup_join,aggregate,3,1,3,1.0,0.8988,1.0,0.9403,0.1033,94.0,107.6667,0.0,13.6667,0,15114.0
normal,structured,advanced,gpt-5-mini,26,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller.",quantifier_exists,aggregate,3,1,3,1.0,0.9993,1.0,0.9997,0.0,1429.0,1430.0,0.0,1.0,0,5279.3333
normal,structured,advanced,gpt-5-mini,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,53272.0,53272.0,0.0,0.0,0,21802.3333
normal,structured,advanced,gpt-5-mini,11,Finn selskaper som både er i konkurs og under likvidasjon. Ta med navn og organisasjonsnummer.,selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4209.0
normal,structured,advanced,gpt-5-mini,13,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3604.0,3604.0,0.0,0.0,0,4681.6667
normal,structured,advanced,gpt-5-mini,15,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1650.0,1650.0,0.0,0.0,0,9816.0
normal,structured,advanced,gpt-5-mini,16,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,324.0,324.0,0.0,0.0,0,5021.6667
normal,structured,advanced,gpt-5-mini,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,195.0,195.0,0.0,0.0,0,9537.0
normal,structured,advanced,gpt-5-mini,18,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.,text_or_pattern_filter,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0,5893.3333
normal,structured,advanced,gpt-5-mini,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,3,1,3,1.0,0.9444,1.0,0.9697,0.0525,3620.0,3620.0,0.0,0.0,0,12322.3333
normal,structured,naive,gpt-4.1-mini,41,Finn gjennomsnittlig eierandel per selskap.,aggregate_group_avg,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0,1025.0
normal,structured,naive,gpt-4.1-mini,43,Finn gjennomsnittlig antall aksjer per landkode i aksjeeierboken.,aggregate_group_avg,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,1591.6667
normal,structured,naive,gpt-4.1-mini,32,Finn antall selskaper per organisasjonstype.,aggregate_group_count,aggregate,3,1,0,0.0,0.8571,0.8571,0.8571,0.0,7.0,7.0,1.0,1.0,0,930.0
normal,structured,naive,gpt-4.1-mini,34,Finn antall aksjonærer per landkode.,aggregate_group_count,aggregate,3,1,0,0.0,0.9882,0.9882,0.9882,0.0,85.0,85.0,1.0,1.0,0,1244.3333
normal,structured,naive,gpt-4.1-mini,35,Finn antall eierskapsoppføringer per år.,aggregate_group_count,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0,1166.0
normal,structured,naive,gpt-4.1-mini,36,Finn totalt antall aksjer i aksjeeierboken per selskap for 2023.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,879.0,879.0,879.0,879.0,0,1153.0
normal,structured,naive,gpt-4.1-mini,37,Finn totalt antall aksjer eid per person.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,76.0,76.0,0,1432.0
normal,structured,naive,gpt-4.1-mini,38,Finn totalt antall personstemmer og slengere per parti.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,185.0,185.0,185.0,185.0,0,1059.6667
normal,structured,naive,gpt-4.1-mini,39,Finn totalt antall aksjer og stemmer per selskap i eierskap.,aggregate_group_sum,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,126.0,126.0,126.0,126.0,0,1042.6667
normal,structured,naive,gpt-4.1-mini,50,"Finn de 10 selskapene med flest aksjeeierbokoppføringer. Ta med navn, organisasjonsnummer og antall oppføringer.",aggregate_having_sort_limit,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0,1758.6667
normal,structured,naive,gpt-4.1-mini,22,"Finn politikere med feltene politikerNavn, fødselsdato, parti, kommune og stemmer totalt.",alias_projection,aggregate,3,1,0,0.0,0.0953,0.0945,0.0949,0.1644,53366.0,52897.0,48323.3333,47854.3333,0,2938.0
normal,structured,naive,gpt-4.1-mini,8,"Finn navn, fødselsdato, parti og kommune for innvalgte politikere.",find_projection,find,3,1,0,0.0,0.25,0.4948,0.3321,0.0,36500.0,36132.0,18439.0,18071.0,0,1695.6667
normal,structured,naive,gpt-4.1-mini,10,"Finn personlige eierskap fra 2023. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år, eierandel og antall aksjer.",find_projection,find,3,1,0,0.0,0.875,0.875,0.875,0.0,1048.0,1048.0,131.0,131.0,0,1882.0
normal,structured,naive,gpt-4.1-mini,51,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti, selskap og rolle.",lookup_join,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,116.0,0.0,0,1611.0
normal,structured,naive,gpt-4.1-mini,52,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel.",lookup_join,aggregate,3,1,0,0.0,0.2,0.5,0.2857,0.404,2.0,2.5,1.0,1.5,1,2059.6667
normal,structured,naive,gpt-4.1-mini,54,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller.",lookup_join,aggregate,3,1,0,0.0,0.206,0.353,0.2496,0.422,68.0,987.6667,44.0,963.6667,0,1726.6667
normal,structured,naive,gpt-4.1-mini,27,"Finn selskaper som har minst ett eierskapsforhold. Ta med navn, organisasjonsnummer og antall eierskap.",quantifier_exists,aggregate,3,1,0,0.0,1.0,0.1825,0.3087,0.0,126.0,23.0,103.0,0.0,0,1167.0
normal,structured,naive,gpt-4.1-mini,28,"Finn personer som både har selskapsrolle og eier aksjer. Ta med navn, fødselsdato, antall roller og antall eide selskaper.",quantifier_exists,aggregate,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1938.6667
normal,structured,naive,gpt-4.1-mini,29,"Finn politikere som ikke har registrerte selskapsroller. Ta med navn, fødselsdato og parti.",quantifier_exists,aggregate,3,1,0,0.0,0.6667,0.6603,0.6635,0.5746,53272.0,35174.6667,18097.3333,0.0,0,2104.3333
normal,structured,naive,gpt-4.1-mini,30,Finn aktive selskaper som har aksjeeierbokoppføringer. Ta med navn og organisasjonsnummer.,quantifier_exists,aggregate,3,1,0,0.0,0.9699,0.9079,0.9379,0.0,1173.0,1098.0,108.0,33.0,0,2147.6667
normal,structured,naive,gpt-4.1-mini,13,"Finn politikere fra Høyre med mer enn 100 personstemmer. Ta med navn, fødselsdato, parti og personstemmer.",selection_conditions,find,3,1,0,0.0,,,,,,,,,3,1630.3333
normal,structured,naive,gpt-4.1-mini,14,"Finn norske aksjonærer i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer, aksjeklasse, landkode, år og antall aksjer.",selection_conditions,find,3,1,0,0.0,0.0,0.0,0.0,0.0,463834.0,0.0,463834.0,0.0,0,3285.6667
normal,structured,naive,gpt-4.1-mini,17,"Finn aksjeeierbokoppføringer der selskapsnavnet inneholder både INVEST og HOLDING. Ta med selskap, organisasjonsnummer, aksjonærnavn, aksjeklasse og år.",text_or_pattern_filter,find,3,1,0,0.0,0.0003,1.0,0.0006,0.0,195.0,777175.0,0.0,776980.0,0,5601.6667
normal,structured,naive,gpt-4.1-mini,20,"Finn innvalgte politikere fra Fremskrittspartiet eller Framstegspartiet. Ta med navn, fødselsdato, parti og kommune.",text_or_pattern_filter,find,3,1,0,0.0,0.2498,0.4928,0.3316,0.0,4028.0,3972.0,2043.0,1987.0,0,1645.6667
normal,structured,naive,gpt-4.1-mini,53,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer.",lookup_join,aggregate,3,1,1,0.3333,0.5,0.5,0.5,0.7071,108.0,345.0,54.0,291.0,1,1170.6667
normal,structured,naive,gpt-4.1-mini,55,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller.",lookup_join,aggregate,3,1,1,0.3333,0.2321,0.3333,0.2737,0.474,94.0,45.0,62.6667,13.6667,0,1699.6667
normal,structured,naive,gpt-4.1-mini,48,"Finn personer med roller i flere enn ett selskap. Ta med navn, fødselsdato og antall selskaper.",aggregate_having_sort_limit,aggregate,3,1,2,0.6667,0.6667,0.6667,0.6667,0.5774,66.0,66.0,22.0,22.0,0,2136.6667
normal,structured,naive,gpt-4.1-mini,42,Finn gjennomsnittlig antall personstemmer per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,964.6667
normal,structured,naive,gpt-4.1-mini,44,Finn gjennomsnittlig fødselsår per rolletype.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,937.0
normal,structured,naive,gpt-4.1-mini,45,Finn gjennomsnittlig listeplass per parti.,aggregate_group_avg,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,837.6667
normal,structured,naive,gpt-4.1-mini,31,Finn antall rolleoppføringer per rolletype.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,787.0
normal,structured,naive,gpt-4.1-mini,33,Finn antall politikere per parti.,aggregate_group_count,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,975.6667
normal,structured,naive,gpt-4.1-mini,40,Finn totalt antall aksjer per aksjeklasse.,aggregate_group_sum,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,1306.3333
normal,structured,naive,gpt-4.1-mini,46,"Finn selskaper med flere enn 10 registrerte rolleoppføringer. Ta med navn, organisasjonsnummer og antall roller.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,24.0,24.0,0.0,0.0,0,1151.3333
normal,structured,naive,gpt-4.1-mini,47,Finn partier med flere enn 5 innvalgte politikere. Ta med parti og antall innvalgte.,aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,49.0,49.0,0.0,0.0,0,1613.3333
normal,structured,naive,gpt-4.1-mini,49,"Finn selskaper med flere enn 20 eierskapsoppføringer. Ta med navn, organisasjonsnummer og antall eierskap.",aggregate_having_sort_limit,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1299.3333
normal,structured,naive,gpt-4.1-mini,21,"Finn selskaper med feltene selskapsnavn, organisasjonsnummer og type.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,2001.0,2001.0,0.0,0.0,0,993.0
normal,structured,naive,gpt-4.1-mini,23,"Finn rolleoppføringer med feltene personNavn, fødselsdato, selskap, organisasjonsnummer og rolle.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,4095.0,4095.0,0.0,0.0,0,1109.3333
normal,structured,naive,gpt-4.1-mini,24,"Finn personlige eierskap med feltene eier, eierFødselsdato, selskap, organisasjonsnummer, år og eierandel.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,275.0,275.0,0.0,0.0,0,1379.6667
normal,structured,naive,gpt-4.1-mini,25,"Finn aksjeeierbokoppføringer med feltene aksjonær, selskap, organisasjonsnummer, aksjeklasse, aksjer og år.",alias_projection,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,762063.0,762063.0,0.0,0.0,0,29395.6667
normal,structured,naive,gpt-4.1-mini,1,Finn alle distinkte selskapsroller.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0,1649.6667
normal,structured,naive,gpt-4.1-mini,2,Finn alle distinkte organisasjonstyper for selskaper.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0,1095.0
normal,structured,naive,gpt-4.1-mini,3,Finn alle distinkte partier blant politikere.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,185.0,185.0,0.0,0.0,0,1120.0
normal,structured,naive,gpt-4.1-mini,4,Finn alle distinkte aksjeklasser i aksjeeierboken.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,30.0,30.0,0.0,0.0,0,1384.3333
normal,structured,naive,gpt-4.1-mini,5,Finn alle distinkte år med eierskapsoppføringer.,distinct,distinct,3,1,3,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0,1344.3333
normal,structured,naive,gpt-4.1-mini,6,"Finn navn, organisasjonsnummer og oppløsningsdato for konkursbedrifter.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1746.0,1746.0,0.0,0.0,0,1883.0
normal,structured,naive,gpt-4.1-mini,7,"Finn navn, organisasjonsnummer og etableringsdato for selskaper som ikke er i konkurs eller likvidasjon.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,4251.0,4251.0,0.0,0.0,0,1457.0
normal,structured,naive,gpt-4.1-mini,9,"Finn personer med rollen board_member. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",find_projection,find,3,1,3,1.0,1.0,1.0,1.0,0.0,8010.0,8010.0,0.0,0.0,0,11178.0
normal,structured,naive,gpt-4.1-mini,26,"Finn selskaper som har minst én registrert rolle. Ta med navn, organisasjonsnummer og antall roller.",quantifier_exists,aggregate,3,1,3,1.0,0.9993,1.0,0.9997,0.0,1429.0,1430.0,0.0,1.0,0,1268.3333
normal,structured,naive,gpt-4.1-mini,11,Finn selskaper som både er i konkurs og under likvidasjon. Ta med navn og organisasjonsnummer.,selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1001.6667
normal,structured,naive,gpt-4.1-mini,12,"Finn selskaper etablert mellom 2015 og 2020. Ta med navn, organisasjonsnummer og etableringsdato.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1623.0,1623.0,0.0,0.0,0,1319.3333
normal,structured,naive,gpt-4.1-mini,15,"Finn personlige eiere med eierandel over 0 prosent. Ta med eiernavn, eierens fødselsdato, selskapsnavn, organisasjonsnummer, år og eierandel.",selection_conditions,find,3,1,3,1.0,1.0,1.0,1.0,0.0,1650.0,1650.0,0.0,0.0,0,1965.0
normal,structured,naive,gpt-4.1-mini,16,"Finn selskaper der bransjebeskrivelsen inneholder bygg. Ta med navn, organisasjonsnummer og bransjebeskrivelse.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,324.0,324.0,0.0,0.0,0,1837.0
normal,structured,naive,gpt-4.1-mini,18,Finn aksjeklasser på formen X-aksjer. Ta med aksjeklasse.,text_or_pattern_filter,aggregate,3,1,3,1.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0,1701.0
normal,structured,naive,gpt-4.1-mini,19,"Finn personer født i 1990 eller senere som har en selskapsrolle. Ta med navn, fødselsdato, rolle, selskapsnavn og organisasjonsnummer.",text_or_pattern_filter,find,3,1,3,1.0,1.0,1.0,1.0,0.0,3620.0,3620.0,0.0,0.0,0,1321.6667
