benchmark_set,question_id,structure,schema,model,runs,category,operation,success_rate_mean,precision_mean,recall_mean,f1_mean,error_runs,question
main,52,flat,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,52,flat,advanced,gpt-5-mini,3,lookup_join,aggregate,0,0.13333333333333333,0.3333333333333333,0.19046666666666667,2,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,52,flat,naive,gpt-4.1-mini,3,lookup_join,aggregate,0,0.13333333333333333,0.3333333333333333,0.19046666666666667,2,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,52,flat,naive,gpt-5-mini,3,lookup_join,aggregate,0.6666666666666666,0.6680666666666667,1,0.6694333333333334,0,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,52,structured,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0,0,0,0,0,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,52,structured,advanced,gpt-5-mini,3,lookup_join,aggregate,0,0.26666666666666666,0.6666666666666666,0.38093333333333335,0,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,52,structured,naive,gpt-4.1-mini,3,lookup_join,aggregate,0,0.13333333333333333,0.3333333333333333,0.19046666666666667,1,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,52,structured,naive,gpt-5-mini,3,lookup_join,aggregate,0,0,0,0,0,"Finn politikere som eier aksjer. Ta med navn, fødselsdato, parti, selskap og eierandel."
main,53,flat,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0,0.9074,0.9074,0.9074,0,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,53,flat,advanced,gpt-5-mini,3,lookup_join,aggregate,0,0.9074,0.9074,0.9074,0,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,53,flat,naive,gpt-4.1-mini,3,lookup_join,aggregate,0,0.9074,0.9074,0.9074,0,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,53,flat,naive,gpt-5-mini,3,lookup_join,aggregate,0,0.9074,0.9074,0.9074,0,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,53,structured,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0,0.9074,0.9074,0.9074,0,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,53,structured,advanced,gpt-5-mini,3,lookup_join,aggregate,0,0.6049333333333333,0.6049333333333333,0.6049333333333333,1,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,53,structured,naive,gpt-4.1-mini,3,lookup_join,aggregate,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,53,structured,naive,gpt-5-mini,3,lookup_join,aggregate,0,0.9074,0.9074,0.9074,0,"Finn aksjeeierbokoppføringer for konkursbedrifter i 2023. Ta med aksjonærnavn, selskap, organisasjonsnummer og antall aksjer."
main,54,flat,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0,0,0,0,0,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,54,flat,advanced,gpt-5-mini,3,lookup_join,aggregate,0.6666666666666666,0.8705666666666666,0.9754999999999999,0.9122666666666667,0,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,54,flat,naive,gpt-4.1-mini,3,lookup_join,aggregate,0,0,0,0,3,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,54,flat,naive,gpt-5-mini,3,lookup_join,aggregate,0.6666666666666666,0.8705666666666666,0.9754999999999999,0.9122666666666667,0,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,54,structured,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0,0.6117,0.9265,0.7368,0,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,54,structured,advanced,gpt-5-mini,3,lookup_join,aggregate,0,0.6117,0.9265,0.7368,0,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,54,structured,naive,gpt-4.1-mini,3,lookup_join,aggregate,0,0.206,0.35296666666666665,0.24960000000000002,0,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,54,structured,naive,gpt-5-mini,3,lookup_join,aggregate,0,0.6117,0.9265,0.7368,0,"Finn selskaper som har politikere med selskapsrolle. Ta med selskapsnavn, organisasjonsnummer og antall politikerroller."
main,55,flat,advanced,gpt-4.1-mini,3,lookup_join,aggregate,0.6666666666666666,0.42060000000000003,0.6666666666666666,0.5158,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
main,55,flat,advanced,gpt-5-mini,3,lookup_join,aggregate,1,1,1,1,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
main,55,flat,naive,gpt-4.1-mini,3,lookup_join,aggregate,0.3333333333333333,0.6646333333333333,0.9857999999999999,0.7935666666666666,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
main,55,flat,naive,gpt-5-mini,3,lookup_join,aggregate,1,1,1,1,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
main,55,structured,advanced,gpt-4.1-mini,3,lookup_join,aggregate,1,0.6963,1,0.8210000000000001,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
main,55,structured,advanced,gpt-5-mini,3,lookup_join,aggregate,1,0.8987666666666666,1,0.9403333333333332,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
main,55,structured,naive,gpt-4.1-mini,3,lookup_join,aggregate,0.3333333333333333,0.2321,0.3333333333333333,0.27366666666666667,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
main,55,structured,naive,gpt-5-mini,3,lookup_join,aggregate,1,0.6963,1,0.8210000000000001,0,"Finn politikere som har selskapsroller. Ta med navn, fødselsdato, parti og antall roller."
